entrez_gene_id	gene_symbol	gene_name	positive	sources	testing
266918	D21S2090E	uncharacterized D21S2090E	0		0
266977	ADGRF1	adhesion G protein-coupled receptor F1	0		1
267002	PGBD2	piggyBac transposable element derived 2	0		0
267004	PGBD3	piggyBac transposable element derived 3	0		0
267012	DAOA	D-amino acid oxidase activator	0		0
267020	ATP5L2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G2	0		0
280636	C11orf31	chromosome 11 open reading frame 31	0		0
280658	SSX7	synovial sarcoma, X breakpoint 7	0		0
280664	WFDC10B	WAP four-disulfide core domain 10B	0		1
282616	IFNL2	interferon, lambda 2	0		0
282617	IFNL3	interferon, lambda 3	0		1
282618	IFNL1	interferon, lambda 1	0		0
282679	AQP11	aquaporin 11	0		1
282763	OR51B5	olfactory receptor, family 51, subfamily B, member 5	0		0
282770	OR10AG1	olfactory receptor, family 10, subfamily AG, member 1	0		0
282775	OR5J2	olfactory receptor, family 5, subfamily J, member 2	0		0
282808	RAB40AL	RAB40A, member RAS oncogene family-like	0		1
282809	POC1B	POC1 centriolar protein B	0		0
282890	ZNF311	zinc finger protein 311	0		0
282966	C10orf53	chromosome 10 open reading frame 53	0		0
282969	FUOM	fucose mutarotase	0		0
282973	JAKMIP3	Janus kinase and microtubule interacting protein 3	0		0
282974	STK32C	serine/threonine kinase 32C	0		0
282991	BLOC1S2	biogenesis of lysosomal organelles complex-1, subunit 2	0		0
282996	RBM20	RNA binding motif protein 20	0		1
283075	LOC283075	uncharacterized LOC283075	0		0
283078	MKX	mohawk homeobox	0		0
283080	C10orf126	chromosome 10 open reading frame 126	0		0
283092	OR4C13	olfactory receptor, family 4, subfamily C, member 13	0		0
283093	OR4C12	olfactory receptor, family 4, subfamily C, member 12	0		0
283106	CSNK2A3	casein kinase 2, alpha 3 polypeptide	0		0
283111	OR51V1	olfactory receptor, family 51, subfamily V, member 1	0		1
283112	LOC283112	uncharacterized LOC283112	0		1
283116	TRIM49B	tripartite motif containing 49B	0		0
283129	C11orf85	chromosome 11 open reading frame 85	0		0
283130	SLC25A45	solute carrier family 25, member 45	0		0
283149	BCL9L	B-cell CLL/lymphoma 9-like	0		1
283150	FOXR1	forkhead box R1	0		0
283152	CCDC153	coiled-coil domain containing 153	0		1
283159	OR8D1	olfactory receptor, family 8, subfamily D, member 1	0		1
283160	OR8D2	olfactory receptor, family 8, subfamily D, member 2 (gene/pseudogene)	0		0
283162	OR8B4	olfactory receptor, family 8, subfamily B, member 4 (gene/pseudogene)	0		0
283171	C11orf44	chromosome 11 open reading frame 44	0		0
283189	OR9G4	olfactory receptor, family 9, subfamily G, member 4	0		1
283208	P4HA3	prolyl 4-hydroxylase, alpha polypeptide III	0		0
283209	PGM2L1	phosphoglucomutase 2-like 1	0		0
283212	KLHL35	kelch-like family member 35	0		0
283219	KCTD21	potassium channel tetramerization domain containing 21	0		0
283229	CRACR2B	calcium release activated channel regulator 2B	0		1
283232	TMEM80	transmembrane protein 80	0		0
283234	CCDC88B	coiled-coil domain containing 88B	0		0
283237	TTC9C	tetratricopeptide repeat domain 9C	0		0
283238	SLC22A24	solute carrier family 22, member 24	0		0
283248	RCOR2	REST corepressor 2	0		0
283254	HARBI1	harbinger transposase derived 1	0		0
283270	LOC283270	uncharacterized LOC283270	0		0
283278	LOC283278	uncharacterized LOC283278	0		1
283284	IGSF22	immunoglobulin superfamily, member 22	0		0
283297	OR10A4	olfactory receptor, family 10, subfamily A, member 4	0		1
283298	OLFML1	olfactomedin-like 1	0		1
283310	OTOGL	otogelin-like	0		0
283316	CD163L1	CD163 molecule-like 1	0		0
283337	ZNF740	zinc finger protein 740	0		0
283349	RASSF3	Ras association (RalGDS/AF-6) domain family member 3	0		0
283357	LOC283357	uncharacterized LOC283357	0		0
283358	B4GALNT3	beta-1,4-N-acetyl-galactosaminyl transferase 3	0		0
283365	OR6C6	olfactory receptor, family 6, subfamily C, member 6	0		1
283372	FLJ25613	uncharacterized protein FLJ25613	0		1
283373	ANKRD52	ankyrin repeat domain 52	0		0
283375	SLC39A5	solute carrier family 39 (zinc transporter), member 5	0		0
283377	SPRYD4	SPRY domain containing 4	0		0
283383	ADGRD1	adhesion G protein-coupled receptor D1	0		0
283385	MORN3	MORN repeat containing 3	0		1
283403	C12orf80	chromosome 12 open reading frame 80	0		0
283417	DPY19L2	dpy-19-like 2 (C. elegans)	0		0
283420	CLEC9A	C-type lectin domain family 9, member A	0		0
283431	GAS2L3	growth arrest-specific 2 like 3	0		1
283446	MYO1H	myosin IH	0		0
283450	HECTD4	HECT domain containing E3 ubiquitin protein ligase 4	0		0
283454	LOC283454	uncharacterized LOC283454	0		0
283455	KSR2	kinase suppressor of ras 2	0		1
283459	GATC	glutamyl-tRNA(Gln) amidotransferase, subunit C	0		1
283461	C12orf40	chromosome 12 open reading frame 40	0		0
283463	MUC19	mucin 19, oligomeric	0		0
283464	GXYLT1	glucoside xylosyltransferase 1	0		0
283471	TMPRSS12	transmembrane (C-terminal) protease, serine 12	0		1
283475	LOC283475	uncharacterized LOC283475	0		0
283484	LOC283484	uncharacterized LOC283484	0		1
283485	LOC283485	uncharacterized LOC283485	0		1
283489	CHAMP1	chromosome alignment maintaining phosphoprotein 1	0		1
283514	SIAH3	siah E3 ubiquitin protein ligase family member 3	0		0
283516	LOC283516	uncharacterized LOC283516	0		0
283518	KCNRG	potassium channel regulator	0		0
283537	SLC46A3	solute carrier family 46, member 3	0		0
283554	GPR137C	G protein-coupled receptor 137C	0		1
283571	PROX2	prospero homeobox 2	0		0
283576	ZDHHC22	zinc finger, DHHC-type containing 22	0		1
283578	TMED8	transmembrane emp24 protein transport domain containing 8	0		1
283579	C14orf178	chromosome 14 open reading frame 178	0		1
283598	C14orf177	chromosome 14 open reading frame 177	0		0
283600	SLC25A47	solute carrier family 25, member 47	0		0
283629	TSSK4	testis-specific serine kinase 4	0		0
283635	FAM177A1	family with sequence similarity 177, member A1	0		0
283638	CEP170B	centrosomal protein 170B	0		1
283643	C14orf80	chromosome 14 open reading frame 80	0		1
283652	SLC24A5	solute carrier family 24 (sodium/potassium/calcium exchanger), member 5	0		0
283659	PRTG	protogenin	0		0
283665	LOC283665	uncharacterized LOC283665	0		1
283674	LOC283674	uncharacterized LOC283674	0		0
283677	REC114	REC114 meiotic recombination protein	0		0
283685	GOLGA6L2	golgin A6 family-like 2	0		0
283694	OR4N4	olfactory receptor, family 4, subfamily N, member 4	0		1
283710	LOC283710	uncharacterized LOC283710	0		1
283713	LOC283713	uncharacterized LOC283713	0		0
283726	SAXO2	stabilizer of axonemal microtubules 2	0		0
283728	LOC283728	uncharacterized LOC283728	0		0
283737	LOC283737	uncharacterized LOC283737	0		1
283742	FAM98B	family with sequence similarity 98, member B	0		1
283745	LOC283745	uncharacterized LOC283745	0		0
283748	PLA2G4D	phospholipase A2, group IVD (cytosolic)	0		1
283767	GOLGA6L1	golgin A6 family-like 1	0		0
283777	FAM169B	family with sequence similarity 169, member B	0		0
283807	FBXL22	F-box and leucine-rich repeat protein 22	0		0
283820	NOMO2	NODAL modulator 2	0		1
283847	CCDC79	coiled-coil domain containing 79	0		0
283848	CES4A	carboxylesterase 4A	0		0
283849	EXOC3L1	exocyst complex component 3-like 1	0		0
283869	NPW	neuropeptide W	0		1
283870	BRICD5	BRICHOS domain containing 5	0		0
283871	PGP	phosphoglycolate phosphatase	0		0
283897	C16orf54	chromosome 16 open reading frame 54	0		1
283899	INO80E	INO80 complex subunit E	0		0
283911	LOC283911	uncharacterized LOC283911	0		0
283927	NUDT7	nudix (nucleoside diphosphate linked moiety X)-type motif 7	0		0
283933	ZNF843	zinc finger protein 843	0		0
283948	NHLRC4	NHL repeat containing 4	0		0
283951	C16orf91	chromosome 16 open reading frame 91	0		0
283953	TMEM114	transmembrane protein 114	0		0
283971	CLEC18C	C-type lectin domain family 18, member C	0		1
283985	FADS6	fatty acid desaturase 6	0		1
283987	HID1	HID1 domain containing	0		0
283989	TSEN54	TSEN54 tRNA splicing endonuclease subunit	0		0
283991	UBALD2	UBA-like domain containing 2	0		1
283999	TMEM235	transmembrane protein 235	0		1
284001	CCDC57	coiled-coil domain containing 57	0		1
284004	HEXDC	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing	0		0
284013	VMO1	vitelline membrane outer layer 1 homolog (chicken)	0		0
284018	C17orf58	chromosome 17 open reading frame 58	0		1
284021	MILR1	mast cell immunoglobulin-like receptor 1	0		0
284040	CDRT4	CMT1A duplicated region transcript 4	0		0
284048	LOC284048	FLJ11800 related gene	0		1
284058	KANSL1	KAT8 regulatory NSL complex subunit 1	0		1
284067	C17orf105	chromosome 17 open reading frame 105	0		0
284069	FAM171A2	family with sequence similarity 171, member A2	0		1
284071	C17orf104	chromosome 17 open reading frame 104	0		0
284076	TTLL6	tubulin tyrosine ligase-like family member 6	0		0
284083	C17orf47	chromosome 17 open reading frame 47	0		1
284086	NEK8	NIMA-related kinase 8	0		0
284098	PIGW	phosphatidylinositol glycan anchor biosynthesis, class W	0		1
284099	C17orf78	chromosome 17 open reading frame 78	0		0
284106	CISD3	CDGSH iron sulfur domain 3	0		1
284108	LOC284108	uncharacterized LOC284108	0		1
284110	GSDMA	gasdermin A	0		1
284111	SLC13A5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	0		0
284112	LOC284112	uncharacterized LOC284112	0		0
284114	TMEM102	transmembrane protein 102	0		0
284119	PTRF	polymerase I and transcript release factor	0		0
284129	SLC26A11	solute carrier family 26 (anion exchanger), member 11	0		0
284131	ENDOV	endonuclease V	0		0
284161	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	0		0
284184	C17orf89	chromosome 17 open reading frame 89	0		0
284186	TMEM105	transmembrane protein 105	0		0
284194	LGALS9B	lectin, galactoside-binding, soluble, 9B	0		0
284207	METRNL	meteorin, glial cell differentiation regulator-like	0		0
284217	LAMA1	laminin, alpha 1	0		0
284252	KCTD1	potassium channel tetramerization domain containing 1	0		1
284254	DYNAP	dynactin associated protein	0		0
284257	BOD1L2	biorientation of chromosomes in cell division 1-like 2	0		0
284266	SIGLEC15	sialic acid binding Ig-like lectin 15	0		0
284273	ZADH2	zinc binding alcohol dehydrogenase domain containing 2	0		1
284274	SMIM21	small integral membrane protein 21	0		1
284293	HMSD	histocompatibility (minor) serpin domain containing	0		0
284297	SSC5D	scavenger receptor cysteine rich family, 5 domains	0		0
284306	ZNF547	zinc finger protein 547	0		1
284307	ZIK1	zinc finger protein interacting with K protein 1	0		0
284309	ZNF776	zinc finger protein 776	0		0
284312	ZSCAN1	zinc finger and SCAN domain containing 1	0		0
284323	ZNF780A	zinc finger protein 780A	0		0
284325	C19orf54	chromosome 19 open reading frame 54	0		0
284336	LOC284336	uncharacterized LOC284336	0		0
284338	PRR19	proline rich 19	0		0
284339	TMEM145	transmembrane protein 145	0		1
284340	CXCL17	chemokine (C-X-C motif) ligand 17	0		0
284346	ZNF575	zinc finger protein 575	0		0
284348	LYPD5	LY6/PLAUR domain containing 5	0		0
284349	ZNF283	zinc finger protein 283	0		0
284352	PPP1R37	protein phosphatase 1, regulatory subunit 37	0		1
284353	NKPD1	NTPase, KAP family P-loop domain containing 1	0		0
284355	TPRX1	tetra-peptide repeat homeobox 1	0		0
284358	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	0		0
284359	IZUMO1	izumo sperm-egg fusion 1	0		0
284361	EMC10	ER membrane protein complex subunit 10	0		0
284366	KLK9	kallikrein-related peptidase 9	0		0
284369	SIGLECL1	SIGLEC family like 1	0		0
284370	ZNF615	zinc finger protein 615	0		0
284371	ZNF841	zinc finger protein 841	0		1
284382	ACTL9	actin-like 9	0		0
284383	OR2Z1	olfactory receptor, family 2, subfamily Z, member 1	0		0
284390	ZNF763	zinc finger protein 763	0		0
284391	ZNF844	zinc finger protein 844	0		1
284402	SCGB2B2	secretoglobin, family 2B, member 2	0		0
284403	WDR62	WD repeat domain 62	0		1
284406	ZFP82	ZFP82 zinc finger protein	0		0
284415	VSTM1	V-set and transmembrane domain containing 1	0		1
284417	TMEM150B	transmembrane protein 150B	0		0
284418	FAM71E2	family with sequence similarity 71, member E2	0		1
284422	SMIM24	small integral membrane protein 24	0		1
284427	SLC25A41	solute carrier family 25, member 41	0		0
284428	MBD3L5	methyl-CpG binding domain protein 3-like 5	0		0
284433	OR10H5	olfactory receptor, family 10, subfamily H, member 5	0		0
284434	NWD1	NACHT and WD repeat domain containing 1	0		0
284439	SLC25A42	solute carrier family 25, member 42	0		0
284443	ZNF493	zinc finger protein 493	0		1
284451	ODF3L2	outer dense fiber of sperm tails 3-like 2	0		0
284459	HKR1	HKR1, GLI-Kruppel zinc finger family member	0		0
284467	FAM19A3	family with sequence similarity 19 (chemokine (C-C motif)-like), member A3	0		1
284485	RIIAD1	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1	0		1
284486	THEM5	thioesterase superfamily member 5	0		0
284498	C1orf167	chromosome 1 open reading frame 167	0		0
284513	LOC284513	uncharacterized LOC284513	0		1
284521	OR2L13	olfactory receptor, family 2, subfamily L, member 13	0		0
284525	SLC9C2	solute carrier family 9, member C2 (putative)	0		0
284532	OR14A16	olfactory receptor, family 14, subfamily A, member 16	0		1
284541	CYP4A22	cytochrome P450, family 4, subfamily A, polypeptide 22	0		0
284546	C1orf185	chromosome 1 open reading frame 185	0		0
284565	NBPF15	neuroblastoma breakpoint family, member 15	0		1
284570	LOC284570	uncharacterized LOC284570	0		1
284611	FAM102B	family with sequence similarity 102, member B	0		0
284612	SYPL2	synaptophysin-like 2	0		0
284613	CYB561D1	cytochrome b561 family, member D1	0		0
284615	ANKRD34A	ankyrin repeat domain 34A	0		0
284618	RUSC1-AS1	RUSC1 antisense RNA 1	0		1
284630	LOC284630	uncharacterized LOC284630	0		0
284654	RSPO1	R-spondin 1	0		1
284656	EPHA10	EPH receptor A10	0		0
284669	LOC284669	uncharacterized LOC284669	0		0
284677	C1orf204	chromosome 1 open reading frame 204	0		0
284680	C1orf111	chromosome 1 open reading frame 111	0		0
284695	ZNF326	zinc finger protein 326	0		0
284697	BTBD8	BTB (POZ) domain containing 8	0		1
284716	RIMKLA	ribosomal modification protein rimK-like family member A	0		0
284723	SLC25A34	solute carrier family 25, member 34	0		0
284756	C20orf197	chromosome 20 open reading frame 197	0		0
284759	SIRPB2	signal-regulatory protein beta 2	0		0
284805	C20orf203	chromosome 20 open reading frame 203	0		0
284827	KRTAP13-4	keratin associated protein 13-4	0		0
284904	SEC14L4	SEC14-like 4 (S. cerevisiae)	0		0
284948	SH2D6	SH2 domain containing 6	0		1
284958	NT5DC4	5'-nucleotidase domain containing 4	0		0
284967	bA395L14.13	acrosin-like protease	0		0
284992	CCDC150	coiled-coil domain containing 150	0		0
284996	RNF149	ring finger protein 149	0		0
285016	FAM150B	family with sequence similarity 150, member B	0		0
285025	CCDC141	coiled-coil domain containing 141	0		0
285051	C2orf61	chromosome 2 open reading frame 61	0		0
285093	RTP5	receptor (chemosensory) transporter protein 5 (putative)	0		0
285095	LOC285095	uncharacterized LOC285095	0		1
285126	DNAJC5G	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma	0		0
285141	ERICH2	glutamate-rich 2	0		0
285148	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae)	0		0
285172	FAM126B	family with sequence similarity 126, member B	0		1
285173	LOC285173	uncharacterized LOC285173	0		0
285175	UNC80	unc-80 homolog (C. elegans)	0		0
285178	LOC285178	uncharacterized LOC285178	0		0
285180	RUFY4	RUN and FYVE domain containing 4	0		0
285181	LOC285181	uncharacterized LOC285181	0		0
285190	RGPD4	RANBP2-like and GRIP domain containing 4	0		0
285193	DUSP28	dual specificity phosphatase 28	0		0
285195	SLC9A9	solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9	0		1
285203	EOGT	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase	0		0
285220	EPHA6	EPH receptor A6	0		1
285231	FBXW12	F-box and WD repeat domain containing 12	0		1
285237	C3orf38	chromosome 3 open reading frame 38	0		1
285242	HTR3E	5-hydroxytryptamine (serotonin) receptor 3E, ionotropic	0		0
285267	ZNF619	zinc finger protein 619	0		0
285268	ZNF621	zinc finger protein 621	0		1
285282	RABL3	RAB, member of RAS oncogene family-like 3	0		0
285299	LOC285299	FSHD region gene 2 family, member C-like	0		1
285311	C3orf56	chromosome 3 open reading frame 56	0		0
285313	IGSF10	immunoglobulin superfamily, member 10	0		1
285315	C3orf33	chromosome 3 open reading frame 33	0		0
285331	CCDC66	coiled-coil domain containing 66	0		0
285335	SLC9C1	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1	0		0
285343	TCAIM	T cell activation inhibitor, mitochondrial	0		1
285346	ZNF852	zinc finger protein 852	0		0
285349	ZNF660	zinc finger protein 660	0		0
285362	SUMF1	sulfatase modifying factor 1	0		0
285367	RPUSD3	RNA pseudouridylate synthase domain containing 3	0		0
285368	PRRT3	proline-rich transmembrane protein 3	0		0
285378	LOC285378	uncharacterized LOC285378	0		0
285381	DPH3	diphthamide biosynthesis 3	0		1
285382	C3orf70	chromosome 3 open reading frame 70	0		0
285386	TPRG1	tumor protein p63 regulated 1	0		1
285423	LOC285423	uncharacterized LOC285423	0		0
285429	DCAF4L1	DDB1 and CUL4 associated factor 4-like 1	0		1
285440	CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2	0		0
285464	CRIPAK	cysteine-rich PAK1 inhibitor	0		1
285489	DOK7	docking protein 7	0		0
285498	RNF212	ring finger protein 212	0		0
285500	LOC285500	uncharacterized LOC285500	0		1
285513	GPRIN3	GPRIN family member 3	0		0
285521	COX18	COX18 cytochrome c oxidase assembly factor	0		1
285525	YIPF7	Yip1 domain family, member 7	0		0
285527	FRYL	FRY-like	0		0
285533	RNF175	ring finger protein 175	0		0
285550	FAM200B	family with sequence similarity 200, member B	0		0
285555	STPG2	sperm-tail PG-rich repeat containing 2	0		0
285556	LOC285556	uncharacterized LOC285556	0		1
285588	EFCAB9	EF-hand calcium binding domain 9	0		0
285590	SH3PXD2B	SH3 and PX domains 2B	0		1
285596	FAM153A	family with sequence similarity 153, member A	0		0
285598	ARL10	ADP-ribosylation factor-like 10	0		1
285600	KIAA0825	KIAA0825	0		0
285601	GPR150	G protein-coupled receptor 150	0		0
285605	DTWD2	DTW domain containing 2	0		0
285613	RELL2	RELT-like 2	0		1
285628	LOC285628	uncharacterized LOC285628	0		0
285636	C5orf51	chromosome 5 open reading frame 51	0		0
285641	SLC36A3	solute carrier family 36, member 3	0		0
285643	KIF4B	kinesin family member 4B	0		0
285659	OR2V2	olfactory receptor, family 2, subfamily V, member 2	0		0
285668	C5orf64	chromosome 5 open reading frame 64	0		0
285671	RNF180	ring finger protein 180	0		0
285672	SREK1IP1	SREK1-interacting protein 1	0		1
285676	ZNF454	zinc finger protein 454	0		0
285679	C5orf60	chromosome 5 open reading frame 60	0		0
285690	LOC285690	uncharacterized LOC285690	0		0
285704	RGMB	repulsive guidance molecule family member b	0		0
